culture,wld.regs,wld.reg1,gene.5ht,hpp.9,hpp.z9,hpp.z8xl,hpp.z8xt,hpp.z7,hpp.z6,hpp.bst,hpp.ind.bst,gdp.who,gdp.wb,gdp.fact,pop.dens,lat.popu,lat.cent,new.gini,sexratio,sex.rat,soi.tot,soi.male,soi.fem,soi.sexd,b5m.neu,b5m.ext,b5m.ope,b5m.agr,b5m.con,acqui.m,b5s.ext,b5s.agr,b5s.con,b5s.neu,b5s.ope,b5.2.ext,b5.2.ope,b5.2.neu,b5.2.agr,b5.2.con,ind.hof,ind.suh,col.gelf,col.pron,food.spc,food.plt,food.per,pat.lei,pat.sch,pat.fil,pat.lep,pat.thu,pat.mal,pat.trp,pat.tb,pat.den,conform,wvs.ind,wvs.obe,wvs.rac,wvs.rel1,hdi,lif.sat,sat.inq,left.wri,left.gen,b5fs.n1,b5fs.n2,b5fs.n3,b5fs.n4,b5fs.n5,b5fs.n6,b5fs.e1,b5fs.e2,b5fs.e3,b5fs.e4,b5fs.e5,b5fs.e6,b5fs.o1,b5fs.o2,b5fs.o3,b5fs.o4,b5fs.o5,b5fs.o6,b5fs.a1,b5fs.a2,b5fs.a3,b5fs.a4,b5fs.a5,b5fs.a6,b5fs.c1,b5fs.c2,b5fs.c3,b5fs.c4,b5fs.c5,b5fs.c6,b5fo.n1,b5fo.n2,b5fo.n3,b5fo.n4,b5fo.n5,b5fo.n6,b5fo.e1,b5fo.e2,b5fo.e3,b5fo.e4,b5fo.e5,b5fo.e6,b5fo.o1,b5fo.o2,b5fo.o3,b5fo.o4,b5fo.o5,b5fo.o6,b5fo.a1,b5fo.a2,b5fo.a3,b5fo.a4,b5fo.a5,b5fo.a6,b5fo.c1,b5fo.c2,b5fo.c3,b5fo.c4,b5fo.c5,b5fo.c6,b5avgn,b5avge,b5avgo,b5avga,b5avgc,b5avgsd,dom.viol,free.pr,free.cl,free.2,prop.rts,indx.dem
India,e.euras,2,58.85,22,.936955472798839,.908658818859786,.939132327832758,.907104274050115,.902620116203801,.936955472798839,.936955472798839,1830,3113,3700,2.58,19,20,36.8,1.061,107.2, , , , ,50.1,48.5,48.8,51.7,52.3,555,47.42,50.43,47.36,50,48.48,95.92,97.28,100.1,102.13,99.66,48,4.4,5.92,1,9.3,28,.332142857142857,3,1,3,3,3,3,0,3,3, ,56.2,60.2,41.8,15.3,.602, ,2.7,4.54,6.6,48.4,47.8,52.5,49.5,40,50.5,45.5,48.6,45.7,47.8,47.1,42.7,37.6,53.2,44.1,46.7,50.2,40.5,48.6,55.6,46.3,53.2,45.8,52.5,45.1,46.9,49.2,51.4,45.3,52.6,46.8,46.7,54.2,51.8,46.8,49.4,47.8,52.7,49.5,50,50.4,50.4,46.2,53,46.5,46.8,51.8,43.8,52.2,49.9,47.4,54.1,49.1,54.2,47.8,53.9,51.3,53.7,50.2,52.8,50.7,52.1,47.7,56.3,54.8,9.1,7.83,2,3,5,50,17.1
Indonesia,ins.pac,3, ,19,.628288326132541,.5614082788602,.591881787833173,.510246514050588,.439619396204353,.628288326132541,.628288326132541,3840,3222,3800,2.109,6,5,39.4,1.005,99.8, , , , ,50,45.4,48.9,49,49.6,515,51.25,46.38,47.19,49.73,48.01,96.65,96.91,99.73,95.38,96.79,14,2.2,5.68,1,6.9,20,.345,0,2,3,3,2,3,0,3,3, ,76.6,53.1,34.8,30.9,.697,6.6,2.3, , ,48.3,45.2,49.2,49.1,45.5,52.6,46.6,48.8,46.8,46.6,45,47.6,46.5,53.9,45.8,51.2,49.6,43.1,52.2,52.1,44.8,52.3,50.7,46.3,42,52.1,49.2,54.3,45.9,56.4,49.5,49.5,50.5,50.6,46.7,53.6,46.5,47.3,48.4,47.1,49.7,46.5,46.5,50.3,48.1,51.5,49.2,46.1,49.4,48.6,46.7,49.4,49.8,47.3,45.5,51.3,48.4,50.2,47.8,52.4,48.6,43.3,49.9,51.9,50.3,8.1,8.98,2,3,5,30,13.9
Iran,w.euras,1, ,12,-.150464542429056,-.314688698271597,.00190087082233871,-.164017391104651,.139441309527407,-.150464542429056,-.150464542429056,8367,7424,8900,1.602,36,32,44.5,1.024,103.9, , , , ,48.4,48.2,50.1,48.6,47,528, , , , , , , , , , ,41, ,6.03,1,5,15,.333333333333333,2,2,1,3,3,0,0,1,0, ,53.2,41.4,24.2,12,.736,6,2.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48.8,49.1,51.6,48.2,47,52.3,46.5,51.1,48.7,47.8,53,48.7,47.5,54.1,48.3,49.7,47.4,49,50.3,47.4,45,51.2,45.4,50.2,47.4,48.7,47.3,49.4,45.9,48.5, , , , , , ,5.83,6,6,12,10,4.2
Iraq,w.euras,1, ,18,.542911735492046,.465359614389644,.495833123362616,.400476611798523,.311554510243611,.542911735492046,.542911735492046,3554, ,2900,1.804,33,33, ,1.026,102.4, , , , , , , , , , , , , , , , , , , , ,38, , ,1, , , ,2,1,1,3,3,3,0,3,2, ,28.8,73.8, ,18.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.19,6,6,12, ,0
Ireland,w.euras,1, ,9,-.446813587933429,-.229459302836857,-.474549835430563,-.230107259248356,-.424126672644414,-.446813587933429,-.446813587933429,36371,40087,43600,1.776,53,53,32,1.002,99.9, , , , , , , , , , , , , , , , , , , , ,70,6,5.14,0,3.2,13,.246153846153846,0,0,0,0,2,3,0,2,2, ,49.5,38.5,12.3,13.3,.946,7.8,2.1,12.5,11.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.02,1,1,2,90,32.7
Israel,w.euras,1,49.26,18,.52060439227284,.579804543810424,.470737362241009,.531270816850843,.464147749471318,.52060439227284,.52060439227284,22731,26079,26200,2.5,32,32,38.6,1.015,98,40.95,53.99,31.71,.83, , , , , , ,48.65,49.44,52.4,49.27,50.95, , , , , ,54, ,4.7,1,3.9,27,.144444444444444,3,0,2,2,3,3,0,3,2, ,68.6,16.3, , ,.915,6.7,2.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.23,1,2,3,70,26.4
Italy,w.euras,1,48.54,15,.16367543757604,.178259469776524,.355308348328072,.399351943807487,.310242397587401,.16367543757604,.16367543757604,27952,27905,29700,2.296,42,43,32,1.025,94.3,34.37,51.73,21.39,1.13,52.6,46.5,52.3,48.1,48.3,488,49.8,46.52,48.62,51.66,50,96.3,102.3,104.26,94.62,96.92,76,6.8,4.94,1,3.4,29,.117241379310345,3,0,2,2,2,3,0,1,2, ,41.1,29.9,15.6,10.2,.934,6.9,2.3,6.5,8,55.1,53.8,53.8,50.1,52.4,55.4,47.6,50.8,48.2,52.6,44.3,46.8,54.1,56.4,49.8,49.9,49.2,47.5,44.6,52.9,48.1,43.6,49.8,48.9,44.1,45,51.3,49.3,48.2,51.9,52.9,52.8,52.1,50.5,53.3,53.4,46.4,46.8,48.1,50.4,46.5,46.4,52.8,52.2,48.4,52.6,50.1,51.3,47,49,48.1,45.7,48.7,49.7,47,47.2,48.2,47.9,48.8,48.1,55.6,46.6,52.6,48.9,50.4,11.6,6.9,1,1,2,50,36.8
Jamaica,n.am,5, ,15,.176171314632642,.1923173314652,.226308179956268,.251923179953995,.300396551759717,.176171314632642,.176171314632642,4330,3849,4600,2.409,18,18,45.5,.97,96, , , , , , , , , , , , , , , , , , , , ,39, , , , , , ,2,1,2,2,2,2,0,2,2, , , , , ,.738, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.19,2,3,5,50,12.7
Japan,e.euras,2,80.25,17,.425020478087156,.332731949809142,.363205458782115,.248902137992236,.296872002804331,.425020478087156,.425020478087156,30039,29619,33100,2.532,36,36,38.1,1.014,95.3,24.1,32.47,20.72,.63,50.7,49.4,51.2,48.8,49.5,486,46.73,42.21,37.82,57.87,41.53,96.13,92.73,108.57,91.01,87.32,46,4.3,4.63,1,2.1,13,.161538461538462,0,2,2,3,2,2,0,3,3,1.42,81.8,6.5, ,1.7,.943,6.2,2.1,1.43,5,56,52.4,56.7,53.5,52.3,62.6,41.3,47.2,45.3,45.4,44.5,46,52.2,52.6,48.4,51.2,49.2,43.9,47.9,49.7,35.9,51.2,46.4,44.7,34.9,45.6,43.2,45.9,39.8,48,50.7,50.1,51.1,48.9,50.4,52.9,49.6,49.9,51.1,52.5,50,50.2,49.8,52.6,51.8,52.4,49.5,46.1,50.4,51.5,44.4,52.3,46.6,46.6,48,48.6,48.9,50.6,48.9,47.9,55.3,41.7,51.7,47.7,42.6,9.7,5.57,1,2,3,70,24.4
Jordan,w.euras,1, ,15,.156197100997425,.169846341125582,.346895219677131,.389736939634982,.461179271387534,.156197100997425,.156197100997425,4947,4317,4700, ,32, ,39.7,1.146,105.9, , , , , , , , , , ,48.35,53.73,49.77,49.86,47.1, , , , , , , , , , , , ,3,1,1,2,3,2,0,1,2, ,21,46.2,22.4,28.2,.753,5.1,2.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.53,5,4,9,55,.7
Kazakhstan,e.euras,2, , , ,-.217499002085864, ,-.379933235602057,-.43676926638901,-.22,-.379933235602057,7730,7381,9100,.758, ,48,30.4,.956,91.5, , , , , , , , , , , , , , , , , , , , , , ,5.26, , , , ,2,0,0, ,2,2,0,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,11,25,9.2
Kenya,africa,4, ,22,.9473332463541,.920333814109454,.950807323082426,.920447125764021,.918186776536691,.9473332463541,.9473332463541,1586,1019,1200,1.812,2,1,42.5,1.004,99.7, , , , , , , , , , , , , , , , , , , , ,27, , ,1,5.4,8,.675,3,2,3,3,1,3,2,3,2, , , , , ,.474, ,2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.32,3,3,6,30,8.4
Kiribati,ins.pac,3, , , , ,-.460093200562588,-.532535540638983,-.29049653159598,-.46,-.532535540638983, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,2,2,0,0,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,30, 
"Korea, North",e.euras,2, ,14,.11877781991301,-.0117910406367717,.0186824683362007,-.14483842251738,-.000337605788832398,.11877781991301,.11877781991301, , , , , , , , ,98.1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,3,3,1,0,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.2,7,7,14,5,0
"Korea, South",e.euras,2,79.45,12,-.112719626065968,-.272225667363122,-.0986941283296679,-.27898310442123,-.156839734676657,-.112719626065968,-.112719626065968,20901,20161,24200,2.699,37,37,31.3,1.038,98.1,22.21,30.52,16.22,.97,48.4,50.7,50.9,50.3,48.3,494,44.86,44.11,40.6,53.99,44.3,95.56,95.2,102.39,94.41,88.9,18,2.4,5.54,1,3.5,13,.269230769230769,0,1,2,3,3,1,0,2,0, ,77.3,14.8,34.7,13.1,.901,5.8,2.6, , ,53.1,50,54.6,56.7,45.9,57.3,41.3,48.5,46,45.6,40.3,43,48.4,52.9,46.5,47.3,48.7,48.9,51.2,52.1,43.2,50.4,46.7,53.3,42.1,47.6,52.8,47.9,44.9,52.5,48.9,48.3,49.4,51.2,48.1,50.4,50.4,52.2,52.9,49.5,49.4,51.9,49.5,50.3,52.9,52,49.7,49.1,52.8,50.4,47.3,51,46.6,50.3,48.4,49.1,49.3,45.7,50.7,50.4,53.6,40,51.4,52.3,48.8,9.2,5.91,1,2,3,70,28.9
Kuwait,w.euras,1, ,10,-.341908592045162,-.250981873004942,-.356531715056261,-.254704482297596,-.290669054200473,-.341908592045162,-.341908592045162,17451,18540,21600,2.148,29,30, ,1.771,152, , , , ,51.9,52.9,47.6,51,52.6,542, , , , , , , , , , ,38, ,5.8,1, , , ,1,1,0,1,2,2,0,2,1,1.03, , , , ,.844, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51.8,50.8,50,52.2,49.9,50,52.9,53.3,50.6,51.4,51.7,50.4,48.8,49.9,49,46.9,51.5,43.7,51.9,55,53.9,49,47.8,49.8,51,50.5,51.9,52.9,50.7,49.9, , , , , , ,2.64,4,5,9,50,.6
Kyrgystan,e.euras,2, , , ,-.217499002085864, ,-.379933235602057,-.43676926638901,-.22,-.379933235602057, ,1911,2000, , , ,30.3, ,97.3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0,0, ,2,2,0,3,0, , ,37.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,9,25,10.1
Laos,e.euras,2, ,17,.446501350873489,.356897931693767,.38737144066674,.276520403003236,.166938933315776,.446501350873489,.446501350873489, ,1802, , , , ,34.6, ,99.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,2,3,2,3,0,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.79,7,6,13,10,.5
Latvia,w.euras,1, ,7,-.622875164770445,-.706609957863272,-.672619109372205,-.775422293564259,-.736018788676858,-.622875164770445,-.622875164770445,11802,12113,15400,1.551,57,57,36,.946,85.2,43.93,49.42,41.68,.3, , , , , , ,49.39,43.79,44.21,51.11,49.91, , , , , , ,4, , , , , ,0,0,0,2,2,1,0,2,0, ,50.8,18.5,4.8,1.7,.836,4.8,2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,55,27.6
Lebanon,w.euras,1, ,17,.360612487669706,.539354341674284,.433804499622965,.648536905907234,.600958186703774,.360612487669706,.360612487669706,7336,6331,5500,2.584,34,34, ,.922,96.1,28.57,43.9,17.21,1.06,50,51.2,48.1,46.4,50.5,519,48.32,46.1,44.56,53.35,49.4,99.52,97.5,103.35,92.5,95.06,38, , ,1,4.7,27,.174074074074074,3,2,1,1,3,3,0,2,2,1.59, , , , ,.759, ,2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50.6,52.9,48.9,48.7,50.7,49.8,49.6,52,51.8,49.8,52.6,50,48.3,49.6,49.5,50.6,49.6,47.8,44.5,48.6,49.5,46.1,46.8,47.4,48.3,50.7,49.1,49.4,50.5,50.8, , , , , , ,7.83,4,4,8,30,29
Lesotho,africa,4, ,13,.00532994141709764,.000120786597713238,-.108946394971701,-.131224905677969,-.146609548144241,.00532994141709764,.00532994141709764, ,2312, , , , ,63.2, ,88.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,0,2,3,2,0,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.04,2,3,5,40,.7
Liberia,africa,4, ,20,.726400963380469,.811325686306506,.702258504737091,.795866408274937,.77284260613276,.726400963380469,.726400963380469, , , , , , , , ,98.4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,2,2,3,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,.69,3,4,7,25,5.2
